stage,step,action,reward,state,state_name,exploration,delta,delta_bb,delta_time,best_state
2,691184,4,0.0,0,,,2.4e-05,4.8e-05,1e-06,0
2,691186,4,0.0,0,,,5e-05,9.8e-05,3e-06,0
2,691188,3,0.0,0,,,2.9e-05,5.8e-05,0.0,0
2,691190,3,0.0,0,,,6.5e-05,0.00013,-1e-06,0
2,691192,0,1.8e-05,1,,,-1e-05,-2e-05,-1e-06,1
2,691194,5,0.0,0,,,0.004086,5.1e-05,0.008121,0
2,691196,6,0.0,0,,,0.007832,0.000531,0.015134,0
2,691198,0,0.0,0,,,1.9e-05,3.7e-05,1e-06,0
2,691200,3,0.0,0,,,2.6e-05,5.2e-05,1e-06,0
2,691202,0,0.0,0,,,6.2e-05,0.000112,1.2e-05,0
2,691204,3,0.0,0,,,2.9e-05,5.2e-05,6e-06,0
2,691206,0,0.0,0,,,2.5e-05,4.9e-05,2e-06,0
2,691208,5,0.0,0,,,0.000524,6.6e-05,0.000982,0
2,691210,0,0.0,0,,,2.6e-05,5.2e-05,0.0,0
2,691212,2,0.0,0,,,0.000152,2.9e-05,0.000276,0
2,691214,1,0.0,0,,,3e-06,7e-06,-0.0,0
2,691216,2,0.0,0,,,1.4e-05,2.9e-05,-0.0,0
2,691218,4,0.0,0,,,0.000172,0.000121,0.000222,0
2,691220,0,0.0,0,,,6e-06,1.3e-05,-1e-06,0
2,691222,5,0.0,0,,,0.004759,0.000122,0.009396,0
2,691224,1,0.0,0,,,0.000277,0.000553,0.0,0
2,691226,2,0.0,0,,,3.7e-05,7.3e-05,0.0,0
2,691228,5,0.0,0,,,0.002487,0.000162,0.004812,0
2,691230,0,0.0,0,,,3e-06,8e-06,-2e-06,0
2,691232,3,0.0,0,,,3.4e-05,6.7e-05,-0.0,0
2,691234,0,0.0,0,,,0.000314,0.00021,0.000418,0
2,691236,0,0.0,0,,,1e-05,2e-05,0.0,0
2,691238,3,0.0,0,,,6e-06,1.6e-05,-4e-06,0
2,691240,5,0.0,0,,,0.000385,4.3e-05,0.000726,0
2,691242,0,1e-06,0,,,-1e-06,0.0,-2e-06,0
2,691244,4,0.0,0,,,6e-06,1.7e-05,-5e-06,0
2,691246,2,0.0,0,,,1e-05,1.9e-05,1e-06,0
2,691248,4,0.0,0,,,7e-06,1.3e-05,1e-06,0
2,691250,1,0.0,0,,,2.9e-05,6.2e-05,-4e-06,0
2,691252,2,0.0,0,,,0.002293,8e-05,0.004507,0
2,691254,4,0.0,0,,,1.9e-05,3.6e-05,1e-06,0
2,691256,4,0.0,0,,,9.8e-05,-1.9e-05,0.000214,0
2,691258,0,0.0,0,,,0.0012,0.000146,0.002255,0
2,691260,2,0.0,0,,,5.5e-05,6.3e-05,4.7e-05,0
2,691262,4,0.0,0,,,0.0006,0.000365,0.000835,0
2,691264,5,0.0,0,,,0.001194,0.000186,0.002202,0
2,691266,1,0.0,0,,,0.002528,0.000124,0.004931,0
2,691268,0,0.0,0,,,0.0,0.0,0.0,0
2,691270,1,0.0,0,,,1e-05,2e-05,0.0,0
2,691272,6,0.0,0,,,0.008956,0.000607,0.017305,0
2,691274,5,0.0,0,,,0.002443,0.000192,0.004695,0
2,691276,6,0.0,0,,,0.007255,0.000324,0.014187,0
2,691278,4,0.0,0,,,0.0,nan,nan,0
2,691280,3,0.0,0,,,1.2e-05,4.1e-05,-1.7e-05,0
2,691282,0,0.0,0,,,0.001878,6.3e-05,0.003693,0
2,691284,3,1e-06,0,,,-1e-06,-3e-06,0.0,0
2,691286,6,0.0,0,,,0.006181,0.000137,0.012225,0
2,691288,0,0.0,0,,,4.3e-05,7.2e-05,1.4e-05,0
2,691290,4,0.0,0,,,1.6e-05,3.3e-05,0.0,0
2,691292,2,0.0,0,,,4.2e-05,8.3e-05,1e-06,0
2,691294,2,2e-06,0,,,-5e-06,-1e-05,-1e-06,0
2,691296,0,0.0,0,,,4.6e-05,9.3e-05,-0.0,0
2,691298,2,0.0,0,,,1.4e-05,2.8e-05,1e-06,0
2,691300,3,0.0,0,,,3e-05,3.3e-05,2.8e-05,0
2,691302,1,0.0,0,,,2e-05,3.9e-05,1e-06,0
2,691304,3,3e-06,0,,,-4e-06,-8e-06,-0.0,0
2,691306,5,0.0,0,,,0.003215,0.000103,0.006327,0
2,691308,5,0.0,0,,,0.003518,0.000205,0.006832,0
2,691310,5,0.0,0,,,0.001922,2.8e-05,0.003817,0
2,691312,1,0.0,0,,,0.000585,0.000218,0.000952,0
2,691314,1,0.0,0,,,0.002685,0.000115,0.005254,0
2,691316,3,0.0,0,,,0.000875,0.0003,0.001449,0
2,691318,6,0.0,0,,,0.002395,0.000186,0.004605,0
2,691320,1,0.0,0,,,5e-06,1e-05,1e-06,0
2,691322,1,0.0,0,,,-1e-06,0.0,-2e-06,0
2,691324,2,0.0,0,,,1.6e-05,3.3e-05,-2e-06,0
2,691326,0,0.0,0,,,5.6e-05,8.1e-05,3e-05,0
2,691328,6,0.0,0,,,0.000724,1.4e-05,0.001434,0
2,691330,3,0.0,0,,,2.1e-05,4e-05,2e-06,0
2,691332,3,0.0,0,,,2.7e-05,5.4e-05,1e-06,0
2,691334,4,0.0,0,,,4.6e-05,9.1e-05,2e-06,0
2,691336,5,0.0,0,,,0.001551,9e-05,0.003013,0
2,691338,2,0.0,0,,,2.4e-05,4.6e-05,3e-06,0
2,691340,0,0.0,0,,,0.000197,0.000189,0.000206,0
2,691342,4,0.0,0,,,0.000166,4.2e-05,0.000289,0
2,691344,0,0.0,0,,,8.2e-05,0.0,0.000165,0
2,691346,1,0.0,0,,,5e-06,1e-05,0.0,0
2,691348,1,0.0,0,,,0.0,nan,nan,0
2,691350,0,0.0,0,,,2.7e-05,5.1e-05,3e-06,0
2,691352,4,0.0,0,,,1e-06,0.0,2e-06,0
2,691354,0,0.0,0,,,5e-06,1e-05,0.0,0
2,691356,6,0.0,0,,,0.00013,2.7e-05,0.000233,0
2,691358,6,0.0,0,,,0.001362,4.4e-05,0.00268,0
2,691360,4,0.0,0,,,2.8e-05,5.5e-05,0.0,0
2,691362,4,0.0,0,,,1.8e-05,3.6e-05,1e-06,0
2,691364,5,0.0,0,,,0.000414,2.8e-05,0.000799,0
2,691366,3,0.0,0,,,0.002183,0.004309,5.8e-05,0
2,691368,5,0.0,0,,,0.001194,0.000186,0.002202,0
2,691370,0,0.0,0,,,2.8e-05,5.7e-05,-1e-06,0
2,691372,0,0.0,0,,,7.8e-05,0.000141,1.5e-05,0
2,691374,0,0.0,0,,,0.000172,0.000156,0.000188,0
2,691376,3,0.0,0,,,5.2e-05,0.000103,1e-06,0
2,691378,2,0.0,0,,,0.000107,2e-06,0.000212,0
2,691380,2,1.5e-05,1,,,-6.7e-05,0.0,-0.000134,1
2,691382,1,0.0,0,,,3e-06,5e-06,0.0,0
2,691384,0,0.0,0,,,3.5e-05,7e-05,-0.0,0
2,691386,4,0.0,0,,,1.7e-05,3.4e-05,0.0,0
2,691388,1,0.0,0,,,5e-06,9e-06,-0.0,0
2,691390,2,0.0,0,,,4.2e-05,8.5e-05,0.0,0
2,691392,1,0.0,0,,,5e-05,9e-05,1.1e-05,0
2,691394,0,0.0,0,,,0.002357,8.7e-05,0.004626,0
2,691396,4,0.0,0,,,3.3e-05,6.7e-05,0.0,0
2,691398,5,0.0,0,,,0.000671,5.6e-05,0.001286,0
2,691400,5,0.0,0,,,0.003384,0.000123,0.006644,0
2,691402,5,0.0,0,,,0.001551,9e-05,0.003013,0
2,691404,3,0.0,0,,,1.9e-05,2.6e-05,1.1e-05,0
2,691406,3,0.0,0,,,8e-06,1.6e-05,0.0,0
2,691408,1,0.0,0,,,4e-06,9e-06,0.0,0
2,691410,4,0.0,0,,,0.000294,9.1e-05,0.000497,0
2,691412,4,0.0,0,,,2.7e-05,5.4e-05,1e-06,0
2,691414,1,3e-06,0,,,-5e-06,-1.3e-05,3e-06,0
2,691416,5,0.0,0,,,0.000851,3.3e-05,0.001669,0
2,691418,3,0.0,0,,,1.5e-05,0.0,3e-05,0
2,691420,0,0.0,0,,,0.000827,9.9e-05,0.001555,0
2,691422,3,5e-06,0,,,-7e-06,-1.3e-05,-1e-06,0
2,691424,5,0.0,0,,,0.00694,0.000234,0.013645,0
2,691426,5,0.0,0,,,0.003641,0.000114,0.007167,0
2,691428,2,2e-06,0,,,-6e-06,-1.1e-05,0.0,0
2,691430,1,0.0,0,,,3.7e-05,7.2e-05,3e-06,0
2,691432,4,0.0,0,,,2.7e-05,5.4e-05,0.0,0
2,691434,2,0.0,0,,,0.000312,4.7e-05,0.000577,0
2,691436,6,0.0,0,,,0.000497,6.2e-05,0.000931,0
2,691438,4,0.0,0,,,1.6e-05,3.1e-05,2e-06,0
2,691440,1,0.0,0,,,1e-06,2e-06,0.0,0
2,691442,6,0.0,0,,,0.001183,0.000111,0.002256,0
2,691444,1,0.0,0,,,4e-06,7e-06,1e-06,0
2,691446,4,0.0,0,,,0.000798,0.000383,0.001213,0
2,691448,4,0.0,0,,,9e-06,1.8e-05,-0.0,0
2,691450,5,0.0,0,,,0.001264,0.00016,0.002368,0
2,691452,4,0.0,0,,,0.0,0.0,0.0,0
2,691454,1,0.0,0,,,-1e-06,-2e-06,1e-06,0
2,691456,5,0.0,0,,,0.004482,0.000123,0.008842,0
2,691458,5,0.0,0,,,0.002293,8e-05,0.004507,0
2,691460,5,0.0,0,,,0.00113,-4.1e-05,0.002301,0
2,691462,1,0.0,0,,,0.000714,-4.4e-05,0.001473,0
2,691464,4,0.0,0,,,2.1e-05,3.9e-05,2e-06,0
2,691466,3,0.0,0,,,2e-06,3e-06,1e-06,0
2,691468,5,0.0,0,,,0.002381,9.7e-05,0.004666,0
2,691470,3,0.0,0,,,9.4e-05,0.000181,6e-06,0
2,691472,2,0.0,0,,,0.00011,5.9e-05,0.000161,0
2,691474,0,0.0,0,,,0.003463,0.000163,0.006763,0
2,691476,3,0.0,0,,,0.000165,0.000147,0.000183,0
2,691478,1,0.0,0,,,0.002014,9.6e-05,0.003932,0
2,691480,2,0.0,0,,,4.8e-05,9.4e-05,1e-06,0
2,691482,1,0.0,0,,,2.9e-05,5.6e-05,2e-06,0
2,691484,3,0.0,0,,,3.1e-05,6.2e-05,-0.0,0
2,691486,2,0.0,0,,,2.6e-05,5.9e-05,-7e-06,0
2,691488,2,0.0,0,,,7e-06,1.5e-05,-0.0,0
2,691490,5,0.0,0,,,0.000439,-1.4e-05,0.000892,0
2,691492,6,0.0,0,,,2.2e-05,0.000103,-5.8e-05,0
2,691494,3,0.0,0,,,4.8e-05,7e-05,2.6e-05,0
2,691496,5,0.0,0,,,0.001172,4.9e-05,0.002294,0
2,691498,6,0.0,0,,,0.00028,-3e-06,0.000563,0
2,691500,6,0.0,0,,,0.001721,0.000119,0.003323,0
2,691502,6,0.0,0,,,0.001281,-2e-06,0.002564,0
2,691504,6,0.0,0,,,0.001194,0.000186,0.002202,0
2,691506,1,0.0,0,,,2.1e-05,2e-06,3.9e-05,0
2,691508,2,0.0,0,,,2.8e-05,4.6e-05,1e-05,0
2,691510,2,0.0,0,,,-1e-06,-2e-06,0.0,0
2,691512,3,0.0,0,,,1e-06,3e-06,-1e-06,0
2,691514,6,0.0,0,,,0.000544,9.2e-05,0.000997,0
2,691516,3,0.0,0,,,1.4e-05,2.8e-05,-0.0,0
2,691518,0,0.0,0,,,0.000108,0.000194,2.3e-05,0
2,691520,4,0.0,0,,,9e-05,8.6e-05,9.4e-05,0
2,691522,3,0.0,0,,,1e-06,2e-06,0.0,0
2,691524,1,0.0,0,,,2e-06,3e-06,-0.0,0
2,691526,0,0.0,0,,,3e-06,0.0,7e-06,0
2,691528,1,0.0,0,,,5.8e-05,9.3e-05,2.3e-05,0
2,691530,0,0.0,0,,,6e-06,0.0,1.1e-05,0
2,691532,2,0.0,0,,,4.6e-05,9.1e-05,2e-06,0
2,691534,6,0.0,0,,,0.000759,2.4e-05,0.001493,0
2,691536,0,0.0,0,,,5e-06,1e-05,-0.0,0
2,691538,1,0.0,0,,,7e-06,1.5e-05,0.0,0
2,691540,3,0.0,0,,,4e-06,8e-06,0.0,0
2,691542,3,0.0,0,,,3.8e-05,7.3e-05,3e-06,0
2,691544,3,0.0,0,,,3.5e-05,7e-05,1e-06,0
2,691546,2,0.0,0,,,1.9e-05,3.2e-05,6e-06,0
2,691548,2,0.0,0,,,0.00013,9.7e-05,0.000162,0
2,691550,1,0.0,0,,,3.2e-05,6.3e-05,0.0,0
2,691552,1,0.0,0,,,2e-05,4.1e-05,-1e-06,0
2,691554,5,0.0,0,,,0.00075,2e-05,0.00148,0
2,691556,3,0.0,0,,,7e-06,8e-06,7e-06,0
2,691558,6,0.0,0,,,0.01007,0.000924,0.019216,0
2,691560,1,0.0,0,,,5.4e-05,8.8e-05,1.9e-05,0
2,691562,4,0.0,0,,,0.000241,0.000171,0.000311,0
2,691564,1,0.0,0,,,0.000731,5.2e-05,0.00141,0
2,691566,2,0.0,0,,,5.7e-05,0.000111,4e-06,0
2,691568,4,0.0,0,,,8e-06,1.1e-05,4e-06,0
2,691570,4,0.0,0,,,0.001259,0.00254,-2.1e-05,0
2,691572,0,0.0,0,,,0.00176,0.000116,0.003404,0
2,691574,5,0.0,0,,,0.001922,2.8e-05,0.003817,0
2,691576,3,0.0,0,,,3.2e-05,6.2e-05,2e-06,0
2,691578,3,0.0,0,,,0.00016,0.000132,0.000187,0
2,691580,1,0.0,0,,,1e-06,0.0,2e-06,0
2,691582,1,0.0,0,,,0.000411,1.6e-05,0.000806,0
2,691584,5,0.0,0,,,0.000774,0.0001,0.001448,0
2,691586,2,0.0,0,,,0.002089,6e-05,0.004119,0
2,691588,1,2e-06,0,,,-5e-06,0.0,-9e-06,0
2,691590,2,0.0,0,,,4.2e-05,8.3e-05,1e-06,0
2,691592,5,0.0,0,,,0.001204,6.2e-05,0.002345,0
2,691594,0,0.0,0,,,1e-06,0.0,1e-06,0
2,691596,2,0.0,0,,,9e-06,1.6e-05,2e-06,0
2,691598,4,0.0,0,,,1.6e-05,3.6e-05,-3e-06,0
2,691600,2,0.0,0,,,5.8e-05,0.000116,1e-06,0
2,691602,5,0.0,0,,,0.000589,0.00015,0.001027,0
2,691604,4,0.0,0,,,3e-05,5.7e-05,3e-06,0
2,691606,3,0.0,0,,,1.4e-05,2.9e-05,-1e-06,0
2,691608,1,0.0,0,,,2.1e-05,3.9e-05,2e-06,0
2,691610,4,0.0,0,,,1.1e-05,1.3e-05,9e-06,0
2,691612,1,0.0,0,,,1e-05,2e-05,0.0,0
2,691614,6,0.0,0,,,0.002377,0.000213,0.004541,0
2,691616,5,0.0,0,,,0.002378,0.000136,0.004621,0
2,691618,3,0.0,0,,,4.7e-05,8e-05,1.4e-05,0
2,691620,2,0.0,0,,,2.8e-05,5.4e-05,2e-06,0
2,691622,4,0.0,0,,,3.4e-05,6.6e-05,2e-06,0
2,691624,6,0.0,0,,,0.001721,0.000119,0.003323,0
2,691626,0,0.0,0,,,1.7e-05,3e-06,3e-05,0
2,691628,1,0.0,0,,,0.000143,1.7e-05,0.000269,0
2,691630,5,0.0,0,,,0.003152,0.000122,0.006182,0
2,691632,1,0.0,0,,,3.5e-05,7e-05,0.0,0
2,691634,5,0.0,0,,,0.000328,5.7e-05,0.000599,0
2,691636,1,0.0,0,,,3.6e-05,6.7e-05,5e-06,0
2,691638,0,0.0,0,,,0.000114,8.7e-05,0.00014,0
2,691640,3,0.0,0,,,3.4e-05,6.2e-05,5e-06,0
2,691642,1,0.0,0,,,5e-06,8e-06,2e-06,0
2,691644,5,0.0,0,,,0.001762,0.000159,0.003365,0
2,691646,3,0.0,0,,,3.5e-05,5.6e-05,1.4e-05,0
2,691648,5,0.0,0,,,0.000564,0.000217,0.000911,0
2,691650,2,0.0,0,,,4.7e-05,7.9e-05,1.6e-05,0
2,691652,2,0.0,0,,,3.5e-05,6.8e-05,2e-06,0
2,691654,0,0.0,0,,,1.5e-05,2.8e-05,3e-06,0
2,691656,5,0.0,0,,,0.000374,2e-06,0.000745,0
2,691658,2,0.0,0,,,6e-05,0.000119,1e-06,0
2,691660,0,0.0,0,,,0.000412,0.000104,0.00072,0
2,691662,3,0.0,0,,,0.002863,0.000118,0.005608,0
2,691664,0,0.0,0,,,2.9e-05,5.7e-05,0.0,0
2,691666,3,0.0,0,,,0.0,nan,nan,0
2,691668,4,0.0,0,,,3.7e-05,7e-05,4e-06,0
2,691670,6,0.0,0,,,0.000534,6.6e-05,0.001003,0
2,691672,6,0.0,0,,,8.2e-05,-3e-05,0.000193,0
2,691674,2,0.0,0,,,0.001476,3.4e-05,0.002918,0
2,691676,6,0.0,0,,,0.000575,9e-06,0.001142,0
2,691678,5,0.0,0,,,0.000414,2.8e-05,0.0008,0
2,691680,6,0.0,0,,,0.001922,2.8e-05,0.003817,0
2,691682,0,0.0,0,,,2.1e-05,5.2e-05,-1e-05,0
2,691684,1,0.0,0,,,5e-05,9.9e-05,1e-06,0
2,691686,4,0.0,0,,,0.000123,9.3e-05,0.000153,0
2,691688,3,0.0,0,,,1e-06,2e-06,0.0,0
2,691690,3,0.0,0,,,0.000112,0.000132,9.3e-05,0
2,691692,3,0.0,0,,,0.000193,0.000381,5e-06,0
2,691694,1,0.0,0,,,7.7e-05,0.000153,1e-06,0
2,691696,4,0.0,0,,,4.2e-05,8.5e-05,-0.0,0
2,691698,6,0.0,0,,,0.0047,0.000145,0.009255,0
2,691700,1,0.0,0,,,6e-05,9.3e-05,2.7e-05,0
2,691702,0,0.0,0,,,9.7e-05,0.000162,3.2e-05,0
2,691704,3,0.0,0,,,1.6e-05,3.1e-05,1e-06,0
2,691706,3,0.0,0,,,4.6e-05,8.6e-05,5e-06,0
2,691708,4,0.0,0,,,0.000236,0.000164,0.000308,0
2,691710,2,0.0,0,,,2e-06,0.0,4e-06,0
2,691712,2,0.0,0,,,8e-06,2e-05,-3e-06,0
2,691714,0,0.0,0,,,0.002695,0.005314,7.6e-05,0
2,691716,4,0.0,0,,,0.000366,0.000115,0.000618,0
2,691718,2,0.0,0,,,6.6e-05,0.000125,6e-06,0
2,691720,1,0.0,0,,,4.8e-05,9.4e-05,3e-06,0
2,691722,5,0.0,0,,,0.001725,8.7e-05,0.003364,0
2,691724,3,0.0,0,,,2.4e-05,4.9e-05,0.0,0
2,691726,3,0.0,0,,,0.002232,0.004407,5.7e-05,0
2,691728,1,0.0,0,,,0.0,nan,nan,0
2,691730,5,0.0,0,,,0.000534,6.6e-05,0.001003,0
2,691732,1,0.0,0,,,8e-06,1.6e-05,0.0,0
2,691734,3,0.0,0,,,2.1e-05,4.2e-05,0.0,0
2,691736,5,0.0,0,,,0.000397,1.1e-05,0.000783,0
2,691738,1,0.0,0,,,6e-06,1.6e-05,-4e-06,0
2,691740,5,0.0,0,,,0.000506,-5.7e-05,0.001069,0
2,691742,2,0.0,0,,,2.6e-05,5.2e-05,1e-06,0
2,691744,2,0.0,0,,,0.002226,0.004443,9e-06,0
2,691746,2,0.0,0,,,3.3e-05,6.2e-05,4e-06,0
2,691748,6,0.0,0,,,0.001297,7.4e-05,0.002519,0
2,691750,4,0.0,0,,,3.9e-05,6.8e-05,9e-06,0
2,691752,0,0.0,0,,,4.8e-05,9.4e-05,1e-06,0
2,691754,1,0.0,0,,,8.8e-05,0.000173,3e-06,0
2,691756,0,0.0,0,,,0.000467,8e-06,0.000926,0
2,691758,6,0.0,0,,,2.2e-05,0.000103,-5.8e-05,0
2,691760,3,0.0,0,,,3.7e-05,0.0,7.5e-05,0
2,691762,6,0.0,0,,,0.001539,2.4e-05,0.003055,0
2,691764,6,0.0,0,,,0.003064,9.8e-05,0.00603,0
2,691766,6,0.0,0,,,0.00207,2.1e-05,0.004119,0
2,691768,0,0.0,0,,,5.1e-05,0.000101,2e-06,0
2,691770,3,0.0,0,,,1.9e-05,3.8e-05,1e-06,0
2,691772,4,0.0,0,,,1.2e-05,-4e-06,2.8e-05,0
2,691774,6,0.0,0,,,0.000583,3e-05,0.001136,0
2,691776,2,0.0,0,,,0.000157,-2.9e-05,0.000343,0
2,691778,3,0.0,0,,,2.3e-05,4.4e-05,2e-06,0
2,691780,0,0.0,0,,,0.003231,8.7e-05,0.006376,0
2,691782,0,0.0,0,,,9.7e-05,0.000192,3e-06,0
2,691784,2,0.0,0,,,4.6e-05,9e-05,3e-06,0
2,691786,5,0.0,0,,,0.004952,2.1e-05,0.009884,0
2,691788,3,0.0,0,,,0.0,0.0,0.0,0
2,691790,5,0.0,0,,,0.000881,0.000103,0.001659,0
2,691792,0,0.0,0,,,1.8e-05,3.6e-05,1e-06,0
2,691794,2,0.0,0,,,0.002125,7e-05,0.004179,0
2,691796,4,0.0,0,,,1.7e-05,3.4e-05,0.0,0
2,691798,0,0.0,0,,,8.1e-05,0.000158,4e-06,0
2,691800,5,0.0,0,,,0.001721,0.000119,0.003323,0
2,691802,2,0.0,0,,,1e-06,2e-06,-0.0,0
2,691804,4,0.0,0,,,0.000981,0.000534,0.001427,0
2,691806,2,0.0,0,,,3.3e-05,6.5e-05,0.0,0
2,691808,0,0.0,0,,,5.9e-05,0.000117,1e-06,0
2,691810,5,0.0,0,,,0.000299,-1.3e-05,0.000611,0
2,691812,0,0.0,0,,,2.5e-05,4.9e-05,1e-06,0
2,691814,1,0.0,0,,,1.6e-05,3.1e-05,0.0,0
2,691816,2,0.0,0,,,1.5e-05,2.9e-05,0.0,0
2,691818,3,0.0,0,,,2.1e-05,4.1e-05,1e-06,0
2,691820,4,0.0,0,,,1.6e-05,3.1e-05,0.0,0
2,691822,2,0.0,0,,,1.7e-05,-3e-06,3.6e-05,0
2,691824,3,4e-06,0,,,-6e-06,-9e-06,-2e-06,0
2,691826,5,0.0,0,,,0.001172,4.9e-05,0.002294,0
2,691828,2,0.0,0,,,4.5e-05,9.1e-05,-1e-06,0
2,691830,1,0.0,0,,,3.1e-05,3.9e-05,2.3e-05,0
2,691832,0,0.0,0,,,8.1e-05,0.000118,4.4e-05,0
2,691834,4,0.0,0,,,0.002293,8e-05,0.004507,0
2,691836,4,0.0,0,,,1.3e-05,2.6e-05,0.0,0
2,691838,2,0.0,0,,,0.0,nan,nan,0
2,691840,1,0.0,0,,,3.3e-05,3.3e-05,3.4e-05,0
2,691842,4,0.0,0,,,0.001457,3.5e-05,0.00288,0
2,691844,4,0.0,0,,,0.001297,7.4e-05,0.002519,0
2,691846,1,0.0,0,,,1e-06,2e-06,-1e-06,0
2,691848,2,0.0,0,,,2.5e-05,4.8e-05,2e-06,0
2,691850,6,0.0,0,,,0.00348,0.000128,0.006831,0
2,691852,3,0.0,0,,,1.1e-05,2.1e-05,1e-06,0
2,691854,1,0.0,0,,,0.002272,0.004549,-5e-06,0
2,691856,6,0.0,0,,,0.000202,-6e-06,0.00041,0
2,691858,2,0.0,0,,,5.1e-05,0.0001,1e-06,0
2,691860,1,0.0,0,,,0.001237,0.000241,0.002234,0
2,691862,4,0.0,0,,,2.3e-05,4.6e-05,0.0,0
2,691864,5,0.0,0,,,5.3e-05,5.7e-05,4.8e-05,0
2,691866,0,0.0,0,,,6.9e-05,0.000136,2e-06,0
2,691868,2,0.0,0,,,0.000791,3.1e-05,0.001552,0
2,691870,1,0.0,0,,,9e-06,2e-06,1.5e-05,0
2,691872,1,0.0,0,,,1e-06,3e-06,-2e-06,0
2,691874,5,0.0,0,,,0.005508,3.5e-05,0.01098,0
2,691876,4,0.0,0,,,0.00162,8e-05,0.00316,0
2,691878,1,0.0,0,,,9e-06,1.6e-05,2e-06,0
2,691880,6,0.0,0,,,0.003215,0.000103,0.006327,0
2,691882,2,0.0,0,,,0.000111,0.000101,0.00012,0
2,691884,1,0.0,0,,,0.004787,0.000212,0.009362,0
2,691886,0,0.0,0,,,0.003294,0.000152,0.006436,0
2,691888,1,0.0,0,,,2.5e-05,5.1e-05,-0.0,0
2,691890,3,0.0,0,,,-1e-06,0.0,-1e-06,0
2,691892,5,0.0,0,,,0.000123,-1.6e-05,0.000263,0
2,691894,0,0.0,0,,,5e-06,9e-06,1e-06,0
2,691896,4,0.0,0,,,3.2e-05,5.1e-05,1.3e-05,0
2,691898,5,0.0,0,,,0.001097,3.5e-05,0.002159,0
2,691900,2,0.0,0,,,2.6e-05,5.4e-05,-2e-06,0
2,691902,4,0.0,0,,,3.4e-05,5.5e-05,1.3e-05,0
2,691904,0,0.0,0,,,1.8e-05,3.3e-05,2e-06,0
2,691906,0,0.0,0,,,2.1e-05,3.9e-05,3e-06,0
2,691908,6,0.0,0,,,0.000759,2.4e-05,0.001493,0
2,691910,5,0.0,0,,,0.001721,0.000119,0.003323,0
2,691912,1,5e-06,0,,,-1e-05,-2.1e-05,0.0,0
2,691914,0,0.0,0,,,4.5e-05,8.8e-05,2e-06,0
2,691916,0,0.0,0,,,1.1e-05,3e-06,1.8e-05,0
2,691918,0,0.0,0,,,3.6e-05,0.0,7.3e-05,0
2,691920,6,0.0,0,,,0.001922,2.8e-05,0.003817,0
2,691922,3,0.0,0,,,3.6e-05,7.2e-05,1e-06,0
2,691924,6,0.0,0,,,0.00113,-4.1e-05,0.002301,0
2,691926,0,0.0,0,,,0.002178,9.5e-05,0.004262,0
2,691928,5,0.0,0,,,0.000671,5.6e-05,0.001286,0
2,691930,1,0.0,0,,,6.4e-05,2e-05,0.000107,0
2,691932,5,0.0,0,,,0.00348,0.000128,0.006831,0
2,691934,1,0.0,0,,,1.8e-05,7e-06,3e-05,0
2,691936,1,0.0,0,,,0.0,nan,nan,0
2,691938,1,0.0,0,,,0.000488,6.2e-05,0.000915,0
2,691940,6,0.0,0,,,0.000544,9.2e-05,0.000997,0
2,691942,4,0.0,0,,,0.000184,0.000294,7.3e-05,0
2,691944,2,0.0,0,,,0.001598,5.3e-05,0.003142,0
2,691946,0,0.0,0,,,4e-05,8.1e-05,-1e-06,0
2,691948,0,0.0,0,,,1.8e-05,3.4e-05,1e-06,0
2,691950,2,0.0,0,,,0.001422,9.8e-05,0.002745,0
2,691952,0,0.0,0,,,3.6e-05,7.2e-05,1e-06,0
2,691954,0,1.5e-05,1,,,-8e-06,-1.6e-05,-1e-06,1
2,691956,5,0.0,0,,,0.001484,-6.1e-05,0.003029,0
2,691958,0,0.0,0,,,0.0,7e-06,-6e-06,0
2,691960,0,2.6e-05,1,,,-2.2e-05,0.0,-4.4e-05,1
2,691962,0,0.0,0,,,3e-06,-7e-06,1.3e-05,0
2,691964,2,0.0,0,,,5.6e-05,0.000114,-2e-06,0
2,691966,0,0.0,0,,,1e-05,2e-05,1e-06,0
2,691968,6,0.0,0,,,0.00341,0.000191,0.006629,0
2,691970,5,0.0,0,,,0.000724,1.4e-05,0.001434,0
2,691972,4,0.0,0,,,0.001523,0.003021,2.4e-05,0
2,691974,3,0.0,0,,,0.0,nan,nan,0
2,691976,1,2e-06,0,,,-5e-06,-1e-05,0.0,0
2,691978,2,0.0,0,,,3.1e-05,6e-05,1e-06,0
2,691980,3,0.0,0,,,2.4e-05,4.6e-05,2e-06,0
2,691982,4,0.0,0,,,2.3e-05,4.6e-05,1e-06,0
2,691984,3,0.0,0,,,4.1e-05,8.1e-05,1e-06,0
2,691986,2,0.0,0,,,4.4e-05,4.9e-05,3.8e-05,0
2,691988,3,0.0,0,,,7e-05,0.000104,3.6e-05,0
2,691990,5,0.0,0,,,0.003426,9.4e-05,0.006758,0
2,691992,0,0.0,0,,,8.2e-05,0.000163,2e-06,0
2,691994,4,0.0,0,,,2.4e-05,4.8e-05,1e-06,0
2,691996,3,5e-06,0,,,-6e-06,-1.3e-05,0.0,0
2,691998,6,0.0,0,,,1.4e-05,-7.7e-05,0.000105,0
2,692000,3,0.0,0,,,0.0,3e-06,-3e-06,0
2,692002,5,0.0,0,,,0.000498,7.4e-05,0.000922,0
